Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
2015-01-30;02:00:00;1;863;-200;1,7;560;101;1107;82;787;430;3,2;46,9;0,3658
2015-01-30;03:00:00;1,1;884;-200;2,2;599;-200;1065;-200;813;503;3,1;45,2;0,3504
2015-01-30;04:00:00;-200;873;-200;1,8;565;102;1097;83;793;494;3,1;44,8;0,3473
2015-01-30;05:00:00;0,6;806;-200;0,6;459;55;1322;50;728;368;3,1;44,4;0,342
2015-01-30;06:00:00;0,5;801;-200;0,6;454;51;1374;44;727;348;3;43,4;0,3337
2015-01-30;07:00:00;0,4;790;-200;0,4;431;53;1439;49;722;354;2,8;43,8;0,3308
2015-01-30;08:00:00;0,5;805;-200;0,7;465;74;1358;62;736;382;2,7;43,2;0,3259
2015-01-30;09:00:00;0,7;843;-200;1,2;520;113;1202;85;762;450;3,3;42,3;0,3299
2015-01-30;10:00:00;0,8;849;-200;1,4;537;107;1148;82;757;460;4,6;39;0,333
2015-01-30;11:00:00;0,8;872;-200;2;583;101;1126;77;765;441;5,6;37,5;0,3426
2015-01-30;12:00:00;1;890;-200;2;585;129;1097;92;776;454;7,2;34,2;0,3488
2015-01-30;13:00:00;0,9;874;-200;1,6;552;126;1128;95;760;415;6,9;35,6;0,3561
2015-01-30;14:00:00;0,9;863;-200;1,6;553;132;1133;95;742;419;8,2;30,1;0,3281
2015-01-30;15:00:00;0,9;840;-200;1,8;566;101;1176;76;717;368;7,6;27,9;0,2927
2015-01-30;16:00:00;1;845;-200;1,8;569;128;1151;95;709;397;7,9;25,9;0,2774
2015-01-30;17:00:00;1;888;-200;2,6;625;170;1062;118;763;510;7,8;28,3;0,3017
2015-01-30;18:00:00;1,1;845;-200;2;582;174;1120;123;719;473;6,3;28,8;0,2772
2015-01-30;19:00:00;1,2;880;-200;2,8;641;215;1077;140;759;537;5,4;30,1;0,2726
2015-01-30;20:00:00;1,6;917;-200;3,9;708;248;972;163;787;670;5;31,1;0,273
2015-01-30;21:00:00;1,7;927;-200;4,1;715;247;965;164;797;711;4,6;33,8;0,2898
2015-01-30;22:00:00;1,1;868;-200;2,4;615;154;1095;120;752;551;4,3;36,6;0,3064
2015-01-30;23:00:00;1,3;932;-200;3,5;685;186;996;130;820;670;4;39;0,3203
2015-01-31;00:00:00;1,7;971;-200;4,6;741;231;901;145;864;771;2,9;42,8;0,3276
2015-01-31;01:00:00;1,5;891;-200;3;650;174;987;126;782;586;3,4;38,9;0,3076
2015-01-31;02:00:00;0,8;806;-200;1;495;68;1282;61;685;355;4;36,4;0,2982
2015-01-31;03:00:00;0,5;787;-200;0,5;446;-200;1395;-200;657;310;4;36,4;0,2989
2015-01-31;04:00:00;0,4;791;-200;0,4;435;39;1486;37;668;292;3,7;37,7;0,3024
2015-01-31;05:00:00;0,4;787;-200;0,3;415;39;1474;37;667;293;3,4;38,9;0,3075
2015-01-31;06:00:00;0,4;814;-200;0,6;449;54;1363;50;674;328;3,7;37,5;0,3012
2015-01-31;07:00:00;0,7;844;-200;1,4;538;158;1164;109;726;479;3,7;35,2;0,2833
2015-01-31;08:00:00;1,8;1049;-200;7,1;863;350;826;198;923;979;3,7;33,9;0,2732
2015-01-31;09:00:00;-200;1201;-200;14;1116;-200;617;-200;1130;1469;4,4;38,8;0,328
2015-01-31;10:00:00;3,5;1293;-200;15,1;1153;584;602;283;1141;1667;6,6;34,4;0,3359
2015-01-31;11:00:00;2,8;1121;-200;12,5;1066;478;683;256;1040;1378;10;22,4;0,2753
2015-01-31;12:00:00;3,1;1112;-200;12,8;1078;563;683;261;1028;1426;11,9;18,6;0,2581
2015-01-31;13:00:00;2,5;1060;-200;11,9;1048;414;707;181;983;1246;12,5;17,2;0,2477
2015-01-31;14:00:00;2,7;1056;-200;11,7;1040;398;711;194;976;1187;13,2;17,3;0,2606
2015-01-31;15:00:00;2,9;1131;-200;14,7;1139;451;643;214;1097;1363;13,5;18,7;0,2872
2015-01-31;16:00:00;3,2;1162;-200;15,7;1170;503;618;204;1131;1425;14,1;18,2;0,2908
2015-01-31;17:00:00;4,1;1283;-200;21,1;1328;640;552;228;1294;1722;13;20,3;0,303
2015-01-31;18:00:00;6,1;1414;-200;27,4;1490;843;488;270;1433;2051;10,4;24,7;0,3116
2015-01-31;19:00:00;6,8;1486;-200;30,8;1570;954;455;285;1557;2179;8,6;29,8;0,3344
2015-01-31;20:00:00;6,8;1523;-200;29,2;1533;984;456;282;1532;2214;7,3;36,8;0,3771
2015-01-31;21:00:00;3,7;1283;-200;15;1149;586;587;235;1148;1799;6,3;39,4;0,3795
2015-01-31;22:00:00;2,1;1109;-200;7,1;863;360;737;208;960;1527;5,4;43,5;0,3922
2015-01-31;23:00:00;1,4;1055;-200;5,4;782;231;798;161;940;1377;5,1;45,6;0,4056
2015-02-01;00:00:00;1,3;1038;-200;4,8;756;200;813;146;921;1317;4,2;49,4;0,412
2015-02-01;01:00:00;1,1;996;-200;3,8;698;153;871;123;894;1228;4,1;50,1;0,415
2015-02-01;02:00:00;1;995;-200;3,5;680;135;879;109;904;1201;4,1;51,5;0,4263
2015-02-01;03:00:00;0,9;1000;-200;3,3;670;-200;868;-200;917;1158;3,7;57,5;0,4621
2015-02-01;04:00:00;0,8;1042;-200;3,6;688;196;814;115;935;1204;2,5;64,8;0,4807
2015-02-01;05:00:00;0,9;1042;-200;3,8;701;208;795;114;945;1216;1,8;68,9;0,4878
2015-02-01;06:00:00;1,1;1024;-200;4,2;724;241;814;122;944;1198;2;64,9;0,4661
2015-02-01;07:00:00;1,6;1147;-200;7,7;886;417;702;149;1056;1381;2,2;65,3;0,473
2015-02-01;08:00:00;3,7;1496;-200;20;1298;896;492;187;1441;1873;3,1;64;0,4938
2015-02-01;09:00:00;4,8;1541;-200;22,1;1353;966;449;198;1492;2112;3,7;61,7;0,4967
2015-02-01;10:00:00;4,1;1491;-200;17,2;1215;878;503;196;1343;2038;4,4;58,8;0,4979
2015-02-01;11:00:00;4,5;1533;-200;21,4;1334;985;466;218;1434;2118;5,8;54,1;0,502
2015-02-01;12:00:00;4,5;1507;-200;19,8;1292;1017;479;227;1379;2110;7,3;50,8;0,5226
2015-02-01;13:00:00;3,7;1451;-200;18,8;1264;683;497;181;1408;1965;9,5;47,2;0,5589
2015-02-01;14:00:00;4,2;1432;-200;18,8;1264;660;487;179;1476;1888;11,8;44,4;0,6118
2015-02-01;15:00:00;3,3;1408;-200;16,7;1202;492;506;151;1411;1774;12,7;45,5;0,6648
2015-02-01;16:00:00;3,2;1377;-200;14,4;1129;497;540;162;1392;1626;13,5;44,8;0,6898
2015-02-01;17:00:00;3,6;1454;-200;16,3;1190;562;508;165;1434;1761;12,3;48,9;0,6967
2015-02-01;18:00:00;3,5;1268;-200;14,4;1128;539;573;173;1255;1533;10,8;40,3;0,5201
2015-02-01;19:00:00;4,1;1259;-200;17;1211;502;559;188;1243;1531;9,4;36,7;0,4324
2015-02-01;20:00:00;4;1261;-200;14,8;1143;452;595;186;1208;1477;8,3;39,5;0,4318
2015-02-01;21:00:00;3,3;1133;-200;9,8;971;357;683;172;1059;1332;7,8;41,3;0,4389
2015-02-01;22:00:00;3;1054;-200;6,1;818;289;777;150;966;1210;7,3;43,8;0,4505
2015-02-01;23:00:00;2,6;1055;-200;5,4;783;221;805;137;969;1167;6,7;47,6;0,4688
2015-02-02;00:00:00;2,6;1059;-200;4,7;747;204;820;133;964;1133;6,6;51,2;0,5007
2015-02-02;01:00:00;2,6;1063;-200;5,1;769;183;807;122;993;1109;6,4;52,6;0,5074
2015-02-02;02:00:00;2,9;1135;-200;6,9;854;222;722;130;1065;1218;5,3;57,8;0,5177
2015-02-02;03:00:00;2,9;1126;-200;7,3;869;-200;680;-200;1075;1222;3,4;66,7;0,5281
2015-02-02;04:00:00;2,5;1058;-200;4,8;753;210;764;121;986;1149;3,3;66,8;0,5215
2015-02-02;05:00:00;2;1040;-200;3,6;688;185;846;115;920;1090;3,7;62,9;0,5059
2015-02-02;06:00:00;2,2;1069;-200;4,5;737;257;792;125;946;1114;2,6;67,5;0,5034
2015-02-02;07:00:00;2,4;1042;-200;5,2;771;297;795;136;941;1089;3,5;60,9;0,4857
2015-02-02;08:00:00;4;1322;-200;15,1;1151;573;566;174;1286;1446;2,7;63,4;0,4787
2015-02-02;09:00:00;6,7;1549;-200;27,3;1485;883;422;224;1638;1930;2,8;64,2;0,4859
2015-02-02;10:00:00;5,6;1416;-200;19,6;1285;824;501;230;1390;1809;5,8;53,1;0,4942
2015-02-02;11:00:00;4,3;1337;-200;14,8;1143;693;560;205;1236;1769;9,7;40,1;0,4832
2015-02-02;12:00:00;4;1281;-200;14,5;1132;714;577;204;1206;1696;12,7;30;0,4398
2015-02-02;13:00:00;2,6;1037;-200;10,1;981;388;721;139;1000;1086;13,7;20,7;0,3221
2015-02-02;14:00:00;2,2;1028;-200;10,1;983;337;728;133;979;1048;13,7;19,9;0,3114
2015-02-02;15:00:00;1,9;984;-200;8,3;913;326;762;127;930;990;14,1;18,1;0,2884
2015-02-02;16:00:00;1,8;1010;-200;9;940;329;759;124;960;1027;14,5;18;0,2956
2015-02-02;17:00:00;3,1;1113;-200;13,4;1096;465;645;158;1092;1359;13,2;20,4;0,3074
2015-02-02;18:00:00;4,8;1253;-200;19,5;1284;612;536;171;1285;1618;10,5;25,1;0,3194
2015-02-02;19:00:00;5,8;1400;-200;27,8;1499;759;461;193;1527;1869;8,9;31,4;0,3597
2015-02-02;20:00:00;5,9;1470;-200;31,4;1584;771;436;195;1641;2033;8,2;36,2;0,3953
2015-02-02;21:00:00;4,1;1281;-200;15,6;1168;655;571;212;1195;1756;6,7;39,6;0,3906
2015-02-02;22:00:00;1,8;1084;-200;7;855;332;748;193;939;1446;5,8;42;0,3904
2015-02-02;23:00:00;1,7;1097;-200;7,8;892;287;719;167;979;1423;4,9;45,9;0,3999
2015-02-03;00:00:00;1,7;1032;-200;5,6;791;242;793;156;915;1278;4,5;47,9;0,4079
2015-02-03;01:00:00;1,5;1046;-200;6;812;242;782;153;940;1265;3,9;51,6;0,4226
2015-02-03;02:00:00;1,1;975;-200;3,9;707;192;860;128;902;1107;3,4;54,7;0,4323
2015-02-03;03:00:00;0,9;932;-200;2,8;642;-200;950;-200;871;1014;3,3;56,1;0,4379
2015-02-03;04:00:00;-200;926;-200;2,6;623;134;954;96;873;1011;2;60,8;0,4337
2015-02-03;05:00:00;0,3;932;-200;2,9;645;142;916;105;882;1006;1,2;63,7;0,4327
2015-02-03;06:00:00;0,4;937;-200;2,8;640;194;923;130;870;1010;2,1;60,3;0,4368
2015-02-03;07:00:00;0,6;996;-200;4,2;724;216;861;134;938;1067;1,3;63,1;0,4322
2015-02-03;08:00:00;3;1382;-200;16,7;1202;728;534;275;1352;1630;1,3;64,8;0,441
2015-02-03;09:00:00;5,6;1544;-200;29,1;1530;975;416;309;1706;2030;2,1;62,2;0,4491
2015-02-03;10:00:00;4,9;1429;-200;20,7;1317;947;495;322;1425;1916;5,1;50,8;0,4499
2015-02-03;11:00:00;3,5;1312;-200;15,5;1164;790;570;333;1230;1761;8,5;39,7;0,4425
2015-02-03;12:00:00;2,2;1205;-200;10,3;989;551;643;235;1084;1597;11,5;33;0,4476
2015-02-03;13:00:00;2,7;1322;-200;13,8;1110;565;568;241;1208;1776;12,2;34,3;0,4864
2015-02-03;14:00:00;2,7;1301;-200;12,7;1074;532;574;214;1255;1636;13,5;35;0,5396
2015-02-03;15:00:00;2,1;1280;-200;11,4;1030;459;597;174;1246;1480;14,9;34,9;0,5869
2015-02-03;16:00:00;2;1256;-200;10,2;986;407;612;157;1240;1413;15,7;34,5;0,6111
2015-02-03;17:00:00;2,4;1358;-200;14,3;1128;434;545;170;1344;1611;14,7;37,2;0,618
2015-02-03;18:00:00;6,7;1713;-200;32,4;1605;980;383;212;1870;2186;12,2;44,8;0,6342
2015-02-03;19:00:00;6,4;1655;-200;29;1527;966;393;249;1758;2203;10,3;52,4;0,6578
2015-02-03;20:00:00;3,9;1444;-200;17,6;1227;646;485;231;1414;1891;9,3;55,5;0,6503
2015-02-03;21:00:00;2,7;1314;-200;12,6;1069;471;571;216;1271;1662;8,3;57,6;0,6304
2015-02-03;22:00:00;3;1368;-200;15,5;1164;528;524;217;1350;1674;6,3;65,1;0,6237
2015-02-03;23:00:00;2,1;1195;-200;9,1;943;378;645;203;1149;1462;6,5;63,1;0,6132
2015-02-04;00:00:00;1,2;1083;-200;6,4;828;235;734;161;1067;1273;6;62,7;0,589
2015-02-04;01:00:00;1,2;1055;-200;5,1;771;217;781;147;1030;1174;5,1;65,4;0,5797
2015-02-04;02:00:00;0,7;973;-200;3,3;672;141;887;111;954;1031;4,7;64,6;0,5568
2015-02-04;03:00:00;0,9;1039;-200;5,3;777;-200;778;-200;1031;1082;2,9;72,2;0,5523
2015-02-04;04:00:00;0,8;949;-200;3,1;657;158;895;115;948;991;5;63,5;0,5575
2015-02-04;05:00:00;0,4;920;-200;2,2;601;87;974;80;920;925;3,9;65,5;0,5367
2015-02-04;06:00:00;0,7;989;-200;3,9;703;194;843;122;988;1017;1,8;74,5;0,5271
2015-02-04;07:00:00;1,4;1100;-200;6,9;854;401;714;186;1075;1187;1,8;73,7;0,5198
2015-02-04;08:00:00;4;1411;-200;19,7;1288;887;492;306;1472;1638;2,3;70,9;0,5182
2015-02-04;09:00:00;3,9;1328;-200;20,1;1300;654;499;301;1405;1672;4,4;61,1;0,5176
2015-02-04;10:00:00;3,1;1308;-200;16,3;1189;566;534;274;1325;1656;7,7;49,8;0,5267
2015-02-04;11:00:00;3,2;1280;-200;14,3;1127;649;558;247;1277;1641;12,1;36,9;0,5212
2015-02-04;12:00:00;1,5;1056;-200;7;857;309;735;169;1028;1117;15;28,5;0,4821
2015-02-04;13:00:00;1,2;1019;-200;6,3;825;229;781;138;994;901;14,5;28,3;0,4665
2015-02-04;14:00:00;1,9;1084;-200;8,6;923;312;712;149;1085;1046;12,9;31,8;0,4707
2015-02-04;15:00:00;1,5;998;-200;6,6;841;276;792;165;979;884;12,1;32,3;0,4548
2015-02-04;16:00:00;1,4;987;-200;6,1;816;236;816;156;959;821;11,3;33,5;0,4476
2015-02-04;17:00:00;1,9;1079;-200;8,8;932;312;719;184;1018;1056;11,4;32,6;0,4373
2015-02-04;18:00:00;2,2;1096;-200;9,4;954;345;687;197;1085;1139;9,1;37,8;0,4372
2015-02-04;19:00:00;3;1146;-200;11,8;1043;386;639;204;1169;1248;8,1;41;0,4458
2015-02-04;20:00:00;2,6;1125;-200;11,3;1025;356;653;207;1147;1200;7,7;41,9;0,4409
2015-02-04;21:00:00;2,8;1130;-200;9,7;968;467;680;208;1102;1220;7,1;43,9;0,4433
2015-02-04;22:00:00;1,6;1017;-200;5,8;805;287;807;174;958;1032;6,3;45,8;0,4408
2015-02-04;23:00:00;1,3;1017;-200;5,3;776;239;843;157;946;971;6;46,1;0,4351
2015-02-05;00:00:00;1,6;1041;-200;5,3;778;266;828;166;947;1011;5,5;49;0,4471
2015-02-05;01:00:00;1,5;1034;-200;5,1;769;261;816;167;952;1049;4,9;52;0,4548
2015-02-05;02:00:00;1,3;1009;-200;4,8;751;223;828;154;939;1053;4,1;54,7;0,4536
2015-02-05;03:00:00;1,6;1105;-200;6,4;828;-200;735;-200;997;1157;2,1;64,2;0,4633
2015-02-05;04:00:00;2;1084;-200;7;859;272;703;164;1017;1163;1,5;66,2;0,4571
2015-02-05;05:00:00;1,3;989;-200;4,4;731;226;815;149;936;1018;1;67,7;0,4523
2015-02-05;06:00:00;0,9;1047;-200;5,6;792;250;757;150;957;1121;0,8;69,9;0,4591
2015-02-05;07:00:00;1,4;1091;-200;7,3;868;402;705;205;1021;1200;1,3;67,2;0,4598
2015-02-05;08:00:00;3,1;1263;-200;12,7;1074;708;614;283;1198;1403;2;63,6;0,4564
2015-02-05;09:00:00;4,1;1165;-200;11,3;1024;759;646;310;1134;1365;4,1;52,7;0,4345
2015-02-05;10:00:00;1,3;966;-200;4,9;760;302;877;200;890;940;7,5;39,2;0,4091
2015-02-05;11:00:00;0,9;927;-200;3,8;702;210;932;147;847;750;9;34,5;0,398
2015-02-05;12:00:00;1;909;-200;3,4;678;180;960;128;838;652;9,2;34,5;0,4025
2015-02-05;13:00:00;1;941;-200;4,2;723;165;922;121;880;643;9,3;33,8;0,3981
2015-02-05;14:00:00;1,1;903;-200;3,7;696;180;932;129;850;629;9,3;33,1;0,3874
2015-02-05;15:00:00;0,8;891;-200;3,3;668;147;991;110;819;549;9,7;30,8;0,3716
2015-02-05;16:00:00;1;904;-200;3,4;674;177;968;126;824;578;9,6;31,1;0,3718
2015-02-05;17:00:00;0,9;900;-200;3,1;659;157;990;121;807;582;8,6;32,8;0,3669
2015-02-05;18:00:00;0,9;926;-200;4,3;725;195;933;142;847;694;7,2;35;0,3567
2015-02-05;19:00:00;1,6;999;-200;6,2;821;263;846;174;915;926;6,4;36,8;0,3566
2015-02-05;20:00:00;1,4;994;-200;5,2;774;239;854;168;917;915;6;40,2;0,3773
2015-02-05;21:00:00;1,4;1010;-200;5,8;801;267;826;180;944;986;5,5;42,6;0,3874
2015-02-05;22:00:00;1,1;938;-200;3,5;685;214;934;157;870;840;4,9;43,7;0,3809
2015-02-05;23:00:00;1,2;983;-200;4,9;760;236;869;162;898;939;4,2;43,2;0,3605
2015-02-06;00:00:00;1,8;963;-200;4,7;749;251;900;173;834;869;4;39,2;0,3228
2015-02-06;01:00:00;1,4;962;-200;4,9;756;255;902;176;843;908;3,7;40,1;0,323
2015-02-06;02:00:00;1,4;980;-200;5;761;235;854;172;876;1051;3,1;47,1;0,3638
2015-02-06;03:00:00;0,9;914;-200;2,9;644;-200;972;-200;832;922;2,6;48,8;0,3658
2015-02-06;04:00:00;-200;898;-200;2,6;624;129;987;108;825;871;0,8;53,8;0,3542
2015-02-06;05:00:00;0,8;854;-200;1,8;572;95;1070;88;788;793;1,2;51,9;0,3515
2015-02-06;06:00:00;0,7;838;-200;1,3;531;95;1146;85;774;753;1;52,2;0,3489
2015-02-06;07:00:00;0,7;831;-200;1,5;543;100;1132;88;787;737;0,6;53,3;0,3467
2015-02-06;08:00:00;0,6;833;-200;1,3;526;110;1169;94;771;722;0,8;52,8;0,3468
2015-02-06;09:00:00;0,8;870;-200;2;582;149;1091;115;791;737;0,3;53,7;0,3424
2015-02-06;10:00:00;1,3;984;-200;4,3;727;197;891;137;908;913;4,1;42,9;0,3551
2015-02-06;11:00:00;2;1065;-200;6,7;844;351;780;212;979;1117;8;33,3;0,3591
2015-02-06;12:00:00;1,7;968;-200;4,6;743;249;886;173;840;774;10,7;25,2;0,3242
2015-02-06;13:00:00;1,2;911;-200;3,5;683;188;981;135;790;558;11,1;23,5;0,3105
2015-02-06;14:00:00;1;868;-200;2,1;590;127;1081;100;753;420;10,6;26;0,332
2015-02-06;15:00:00;0,8;868;-200;1,9;576;96;1128;78;755;363;10,3;27,7;0,3481
2015-02-06;16:00:00;1;904;-200;2,7;633;138;1040;100;789;410;10,2;28,3;0,3516
2015-02-06;17:00:00;1,4;944;-200;3,7;693;217;928;150;832;568;9,2;29,9;0,3479
2015-02-06;18:00:00;1,1;925;-200;2,9;649;186;1003;142;819;570;6,9;36,4;0,3635
2015-02-06;19:00:00;1,6;985;-200;4,5;736;227;891;165;875;774;6;38;0,3584
2015-02-06;20:00:00;1,8;1002;-200;5,3;780;252;855;179;892;857;5,8;36,4;0,3385
2015-02-06;21:00:00;1,4;938;-200;3,7;692;193;937;149;805;737;5,8;35,4;0,3286
2015-02-06;22:00:00;1,1;896;-200;2,6;627;158;1033;126;782;610;5,4;36,6;0,3304
2015-02-06;23:00:00;1;907;-200;2,4;614;150;1052;120;782;627;5,1;37,9;0,3358
2015-02-07;00:00:00;1,1;902;-200;2,4;613;130;1049;110;777;566;4,8;38;0,33
2015-02-07;01:00:00;1;885;-200;2;582;104;1072;92;760;517;4,5;38,1;0,3249
2015-02-07;02:00:00;0,8;863;-200;1,5;545;86;1119;78;749;484;4,3;38,1;0,3207
2015-02-07;03:00:00;0,6;861;-200;1,2;518;-200;1141;-200;738;482;3,9;39,9;0,325
2015-02-07;04:00:00;0,6;852;-200;0,8;482;67;1187;65;726;496;3,8;41;0,3327
2015-02-07;05:00:00;0,6;879;-200;1;495;75;1147;73;753;623;3,3;44,6;0,3499
2015-02-07;06:00:00;0,6;900;-200;1,3;525;97;1090;85;780;696;3,6;44,5;0,3574
2015-02-07;07:00:00;0,8;963;-200;2,4;615;177;980;133;837;916;3,4;47;0,3713
2015-02-07;08:00:00;2,3;1183;-200;8,7;929;433;675;246;1037;1309;2,9;49,5;0,3775
2015-02-07;09:00:00;2,8;1161;-200;10,5;996;471;639;281;1067;1396;5,6;40,5;0,3704
2015-02-07;10:00:00;2,1;1102;-200;7,9;896;346;720;222;969;1226;7,5;33,8;0,352
2015-02-07;11:00:00;1,7;1029;-200;6,5;835;262;771;182;897;1002;10,8;25,2;0,3251
2015-02-07;12:00:00;1,4;973;-200;5,7;797;221;845;154;845;769;12,9;20,6;0,3045
2015-02-07;13:00:00;1,6;981;-200;6,2;820;265;807;168;876;784;12,2;21,4;0,3033
2015-02-07;14:00:00;1,4;960;-200;5,4;784;219;842;149;868;643;12;21,9;0,3069
2015-02-07;15:00:00;1,3;973;-200;4,9;761;235;862;156;865;682;12,2;24;0,3392
2015-02-07;16:00:00;1,4;968;-200;5;765;227;843;156;863;692;12;24,3;0,3393
2015-02-07;17:00:00;1,7;1022;-200;6,9;854;285;771;187;941;926;10,5;27,8;0,3525
2015-02-07;18:00:00;1,9;1067;-200;7,5;879;291;740;194;989;996;8,7;33,9;0,3832
2015-02-07;19:00:00;2,3;1101;-200;8,2;908;295;707;204;1025;1095;7,8;37,6;0,4004
2015-02-07;20:00:00;2;1081;-200;7,7;885;243;720;174;1017;1058;7,2;39,4;0,4032
2015-02-07;21:00:00;1,6;988;-200;4,5;738;209;843;154;906;893;7,1;39,6;0,4019
2015-02-07;22:00:00;1;932;-200;2,7;630;147;980;117;842;681;7,1;39,6;0,4001
2015-02-07;23:00:00;0,9;923;-200;2,3;602;117;1028;98;831;599;7,2;39,3;0,4004
2015-02-08;00:00:00;0,9;915;-200;2,1;589;105;1045;90;813;550;6,9;39,6;0,3966
2015-02-08;01:00:00;0,9;879;-200;1,4;534;84;1129;74;785;470;7;39,8;0,4006
2015-02-08;02:00:00;0,5;852;-200;0,8;479;51;1275;49;761;375;7,1;40,5;0,409
2015-02-08;03:00:00;0,4;844;-200;0,6;453;-200;1378;-200;748;337;6,9;40,9;0,4091
2015-02-08;04:00:00;0,5;878;-200;1;496;54;1182;54;782;451;6;42,9;0,404
2015-02-08;05:00:00;0,6;910;-200;1,3;524;74;1102;69;802;600;6,4;42,7;0,4126
2015-02-08;06:00:00;0,6;918;-200;1,6;551;114;1062;92;817;712;6,1;43,6;0,4129
2015-02-08;07:00:00;1;991;-200;3;653;228;944;146;885;931;5,9;45,1;0,4211
2015-02-08;08:00:00;2,1;1223;-200;10;979;455;658;224;1120;1332;6;46,4;0,4367
2015-02-08;09:00:00;2,9;1277;-200;15,1;1153;493;543;253;1268;1520;6,6;43,7;0,4273
2015-02-08;10:00:00;2,2;1114;-200;8,6;922;410;689;225;1022;1223;8,7;36,3;0,4074
2015-02-08;11:00:00;1,6;1088;-200;6,9;853;277;729;180;996;1122;10,5;33,4;0,4246
2015-02-08;12:00:00;1,8;1064;-200;7,6;881;340;727;194;979;1099;11,4;27,8;0,3748
2015-02-08;13:00:00;1,5;1047;-200;6,9;854;238;753;158;959;904;12,7;27,4;0,4011
2015-02-08;14:00:00;2,2;1075;-200;8,5;920;323;726;184;992;1022;13,3;23,3;0,354
2015-02-08;15:00:00;1,6;973;-200;5,3;777;286;858;165;844;719;13,9;20,7;0,3271
2015-02-08;16:00:00;1,5;942;-200;4,4;733;271;912;156;800;609;13,6;20;0,3093
2015-02-08;17:00:00;1,8;-200;-200;-200;-200;276;-200;172;-200;-200;-200;-200;-200
2015-02-08;18:00:00;1,8;-200;-200;-200;-200;295;-200;194;-200;-200;-200;-200;-200
2015-02-08;19:00:00;2,3;-200;-200;-200;-200;340;-200;208;-200;-200;-200;-200;-200
2015-02-08;20:00:00;1,9;-200;-200;-200;-200;275;-200;187;-200;-200;-200;-200;-200
2015-02-08;21:00:00;1,9;-200;-200;-200;-200;293;-200;187;-200;-200;-200;-200;-200
2015-02-08;22:00:00;1,1;-200;-200;-200;-200;157;-200;127;-200;-200;-200;-200;-200
2015-02-08;23:00:00;0,9;-200;-200;-200;-200;133;-200;107;-200;-200;-200;-200;-200
2015-02-09;00:00:00;0,8;-200;-200;-200;-200;120;-200;99;-200;-200;-200;-200;-200
2015-02-09;01:00:00;0,9;-200;-200;-200;-200;122;-200;100;-200;-200;-200;-200;-200
2015-02-09;02:00:00;0,7;-200;-200;-200;-200;80;-200;73;-200;-200;-200;-200;-200
2015-02-09;03:00:00;0,8;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
2015-02-09;04:00:00;-200;-200;-200;-200;-200;88;-200;83;-200;-200;-200;-200;-200
2015-02-09;05:00:00;0,7;-200;-200;-200;-200;109;-200;92;-200;-200;-200;-200;-200
2015-02-09;06:00:00;0,6;-200;-200;-200;-200;120;-200;100;-200;-200;-200;-200;-200
2015-02-09;07:00:00;1;-200;-200;-200;-200;233;-200;149;-200;-200;-200;-200;-200
2015-02-09;08:00:00;1,7;-200;-200;-200;-200;394;-200;231;-200;-200;-200;-200;-200
2015-02-09;09:00:00;2,7;-200;-200;-200;-200;424;-200;245;-200;-200;-200;-200;-200
2015-02-09;10:00:00;3,3;-200;-200;-200;-200;446;-200;203;-200;-200;-200;-200;-200
2015-02-09;11:00:00;2,1;-200;-200;-200;-200;266;-200;165;-200;-200;-200;-200;-200
2015-02-09;12:00:00;2;-200;-200;-200;-200;261;-200;168;-200;-200;-200;-200;-200
2015-02-09;13:00:00;2;-200;-200;-200;-200;220;-200;151;-200;-200;-200;-200;-200
2015-02-09;14:00:00;2,3;-200;-200;-200;-200;241;-200;152;-200;-200;-200;-200;-200
2015-02-09;15:00:00;2;-200;-200;-200;-200;208;-200;144;-200;-200;-200;-200;-200
2015-02-09;16:00:00;2,1;-200;-200;-200;-200;215;-200;148;-200;-200;-200;-200;-200
2015-02-09;17:00:00;2,3;-200;-200;-200;-200;257;-200;176;-200;-200;-200;-200;-200
2015-02-09;18:00:00;3,1;-200;-200;-200;-200;355;-200;209;-200;-200;-200;-200;-200
2015-02-09;19:00:00;3,9;-200;-200;-200;-200;415;-200;240;-200;-200;-200;-200;-200
2015-02-09;20:00:00;3,8;-200;-200;-200;-200;349;-200;223;-200;-200;-200;-200;-200
2015-02-09;21:00:00;2,9;-200;-200;-200;-200;254;-200;187;-200;-200;-200;-200;-200
2015-02-09;22:00:00;2,2;-200;-200;-200;-200;228;-200;157;-200;-200;-200;-200;-200
2015-02-09;23:00:00;1,9;-200;-200;-200;-200;156;-200;123;-200;-200;-200;-200;-200
2015-02-10;00:00:00;2;-200;-200;-200;-200;161;-200;126;-200;-200;-200;-200;-200
2015-02-10;01:00:00;1,8;-200;-200;-200;-200;123;-200;106;-200;-200;-200;-200;-200
2015-02-10;02:00:00;1,6;-200;-200;-200;-200;108;-200;95;-200;-200;-200;-200;-200
2015-02-10;03:00:00;1,5;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
2015-02-10;04:00:00;1,4;-200;-200;-200;-200;95;-200;87;-200;-200;-200;-200;-200
